ID_Tiempo,Año,Trimestre,Mes,Día,Fecha
55,2022,1,2,24,24/02/2022
56,2022,1,2,25,25/02/2022
57,2022,1,2,26,26/02/2022
58,2022,1,2,27,27/02/2022
59,2022,1,2,28,28/02/2022
60,2022,1,3,1,01/03/2022
61,2022,1,3,2,02/03/2022
62,2022,1,3,3,03/03/2022
63,2022,1,3,4,04/03/2022
64,2022,1,3,5,05/03/2022
65,2022,1,3,6,06/03/2022
66,2022,1,3,7,07/03/2022
67,2022,1,3,8,08/03/2022
68,2022,1,3,9,09/03/2022
69,2022,1,3,10,10/03/2022
70,2022,1,3,11,11/03/2022
71,2022,1,3,12,12/03/2022
72,2022,1,3,13,13/03/2022
73,2022,1,3,14,14/03/2022
74,2022,1,3,15,15/03/2022
75,2022,1,3,16,16/03/2022
76,2022,1,3,17,17/03/2022
77,2022,1,3,18,18/03/2022
78,2022,1,3,19,19/03/2022
79,2022,1,3,20,20/03/2022
80,2022,1,3,21,21/03/2022
81,2022,1,3,22,22/03/2022
82,2022,1,3,23,23/03/2022
83,2022,1,3,24,24/03/2022
84,2022,1,3,25,25/03/2022
85,2022,1,3,26,26/03/2022
86,2022,1,3,27,27/03/2022
87,2022,1,3,28,28/03/2022
88,2022,1,3,29,29/03/2022
89,2022,1,3,30,30/03/2022
90,2022,1,3,31,31/03/2022
91,2022,2,4,1,01/04/2022
92,2022,2,4,2,02/04/2022
93,2022,2,4,3,03/04/2022
94,2022,2,4,4,04/04/2022
95,2022,2,4,5,05/04/2022
96,2022,2,4,6,06/04/2022
97,2022,2,4,7,07/04/2022
98,2022,2,4,8,08/04/2022
99,2022,2,4,9,09/04/2022
100,2022,2,4,10,10/04/2022
101,2022,2,4,11,11/04/2022
102,2022,2,4,12,12/04/2022
103,2022,2,4,13,13/04/2022
104,2022,2,4,14,14/04/2022
105,2022,2,4,15,15/04/2022
106,2022,2,4,16,16/04/2022
107,2022,2,4,17,17/04/2022
108,2022,2,4,18,18/04/2022
109,2022,2,4,19,19/04/2022
110,2022,2,4,20,20/04/2022
111,2022,2,4,21,21/04/2022
112,2022,2,4,22,22/04/2022
113,2022,2,4,23,23/04/2022
114,2022,2,4,24,24/04/2022
115,2022,2,4,25,25/04/2022
116,2022,2,4,26,26/04/2022
117,2022,2,4,27,27/04/2022
118,2022,2,4,28,28/04/2022
119,2022,2,4,29,29/04/2022
120,2022,2,4,30,30/04/2022
121,2022,2,5,1,01/05/2022
122,2022,2,5,2,02/05/2022
123,2022,2,5,3,03/05/2022
124,2022,2,5,4,04/05/2022
125,2022,2,5,5,05/05/2022
126,2022,2,5,6,06/05/2022
127,2022,2,5,7,07/05/2022
128,2022,2,5,8,08/05/2022
129,2022,2,5,9,09/05/2022
130,2022,2,5,10,10/05/2022
131,2022,2,5,11,11/05/2022
132,2022,2,5,12,12/05/2022
133,2022,2,5,13,13/05/2022
134,2022,2,5,14,14/05/2022
135,2022,2,5,15,15/05/2022
136,2022,2,5,16,16/05/2022
137,2022,2,5,17,17/05/2022
138,2022,2,5,18,18/05/2022
139,2022,2,5,19,19/05/2022
140,2022,2,5,20,20/05/2022
141,2022,2,5,21,21/05/2022
142,2022,2,5,22,22/05/2022
143,2022,2,5,23,23/05/2022
144,2022,2,5,24,24/05/2022
145,2022,2,5,25,25/05/2022
146,2022,2,5,26,26/05/2022
147,2022,2,5,27,27/05/2022
148,2022,2,5,28,28/05/2022
149,2022,2,5,29,29/05/2022
150,2022,2,5,30,30/05/2022
151,2022,2,5,31,31/05/2022
152,2022,2,6,1,01/06/2022
153,2022,2,6,2,02/06/2022
154,2022,2,6,3,03/06/2022
155,2022,2,6,4,04/06/2022
156,2022,2,6,5,05/06/2022
157,2022,2,6,6,06/06/2022
158,2022,2,6,7,07/06/2022
159,2022,2,6,8,08/06/2022
160,2022,2,6,9,09/06/2022
161,2022,2,6,10,10/06/2022
162,2022,2,6,11,11/06/2022
163,2022,2,6,12,12/06/2022
164,2022,2,6,13,13/06/2022
165,2022,2,6,14,14/06/2022
166,2022,2,6,15,15/06/2022
167,2022,2,6,16,16/06/2022
168,2022,2,6,17,17/06/2022
169,2022,2,6,18,18/06/2022
170,2022,2,6,19,19/06/2022
171,2022,2,6,20,20/06/2022
172,2022,2,6,21,21/06/2022
173,2022,2,6,22,22/06/2022
174,2022,2,6,23,23/06/2022
175,2022,2,6,24,24/06/2022
176,2022,2,6,25,25/06/2022
177,2022,2,6,26,26/06/2022
178,2022,2,6,27,27/06/2022
179,2022,2,6,28,28/06/2022
180,2022,2,6,29,29/06/2022
181,2022,2,6,30,30/06/2022
182,2022,3,7,1,01/07/2022
183,2022,3,7,2,02/07/2022
184,2022,3,7,3,03/07/2022
185,2022,3,7,4,04/07/2022
186,2022,3,7,5,05/07/2022
187,2022,3,7,6,06/07/2022
188,2022,3,7,7,07/07/2022
189,2022,3,7,8,08/07/2022
190,2022,3,7,9,09/07/2022
191,2022,3,7,10,10/07/2022
192,2022,3,7,11,11/07/2022
193,2022,3,7,12,12/07/2022
194,2022,3,7,13,13/07/2022
195,2022,3,7,14,14/07/2022
196,2022,3,7,15,15/07/2022
197,2022,3,7,16,16/07/2022
198,2022,3,7,17,17/07/2022
199,2022,3,7,18,18/07/2022
200,2022,3,7,19,19/07/2022
201,2022,3,7,20,20/07/2022
202,2022,3,7,21,21/07/2022
203,2022,3,7,22,22/07/2022
204,2022,3,7,23,23/07/2022
205,2022,3,7,24,24/07/2022
206,2022,3,7,25,25/07/2022
207,2022,3,7,26,26/07/2022
208,2022,3,7,27,27/07/2022
209,2022,3,7,28,28/07/2022
210,2022,3,7,29,29/07/2022
211,2022,3,7,30,30/07/2022
212,2022,3,7,31,31/07/2022
213,2022,3,8,1,01/08/2022
214,2022,3,8,2,02/08/2022
215,2022,3,8,3,03/08/2022
216,2022,3,8,4,04/08/2022
217,2022,3,8,5,05/08/2022
218,2022,3,8,6,06/08/2022
219,2022,3,8,7,07/08/2022
220,2022,3,8,8,08/08/2022
221,2022,3,8,9,09/08/2022
222,2022,3,8,10,10/08/2022
223,2022,3,8,11,11/08/2022
224,2022,3,8,12,12/08/2022
225,2022,3,8,13,13/08/2022
226,2022,3,8,14,14/08/2022
227,2022,3,8,15,15/08/2022
228,2022,3,8,16,16/08/2022
229,2022,3,8,17,17/08/2022
230,2022,3,8,18,18/08/2022
231,2022,3,8,19,19/08/2022
232,2022,3,8,20,20/08/2022
233,2022,3,8,21,21/08/2022
234,2022,3,8,22,22/08/2022
235,2022,3,8,23,23/08/2022
236,2022,3,8,24,24/08/2022
237,2022,3,8,25,25/08/2022
238,2022,3,8,26,26/08/2022
239,2022,3,8,27,27/08/2022
240,2022,3,8,28,28/08/2022
241,2022,3,8,29,29/08/2022
242,2022,3,8,30,30/08/2022
243,2022,3,8,31,31/08/2022
244,2022,3,9,1,01/09/2022
245,2022,3,9,2,02/09/2022
246,2022,3,9,3,03/09/2022
247,2022,3,9,4,04/09/2022
248,2022,3,9,5,05/09/2022
249,2022,3,9,6,06/09/2022
250,2022,3,9,7,07/09/2022
251,2022,3,9,8,08/09/2022
252,2022,3,9,9,09/09/2022
253,2022,3,9,10,10/09/2022
254,2022,3,9,11,11/09/2022
255,2022,3,9,12,12/09/2022
256,2022,3,9,13,13/09/2022
257,2022,3,9,14,14/09/2022
258,2022,3,9,15,15/09/2022
259,2022,3,9,16,16/09/2022
260,2022,3,9,17,17/09/2022
261,2022,3,9,18,18/09/2022
262,2022,3,9,19,19/09/2022
263,2022,3,9,20,20/09/2022
264,2022,3,9,21,21/09/2022
265,2022,3,9,22,22/09/2022
266,2022,3,9,23,23/09/2022
267,2022,3,9,24,24/09/2022
268,2022,3,9,25,25/09/2022
269,2022,3,9,26,26/09/2022
270,2022,3,9,27,27/09/2022
271,2022,3,9,28,28/09/2022
272,2022,3,9,29,29/09/2022
273,2022,3,9,30,30/09/2022
274,2022,4,10,1,01/10/2022
275,2022,4,10,2,02/10/2022
276,2022,4,10,3,03/10/2022
277,2022,4,10,4,04/10/2022
278,2022,4,10,5,05/10/2022
279,2022,4,10,6,06/10/2022
280,2022,4,10,7,07/10/2022
281,2022,4,10,8,08/10/2022
282,2022,4,10,9,09/10/2022
283,2022,4,10,10,10/10/2022
284,2022,4,10,11,11/10/2022
285,2022,4,10,12,12/10/2022
286,2022,4,10,13,13/10/2022
287,2022,4,10,14,14/10/2022
288,2022,4,10,15,15/10/2022
289,2022,4,10,16,16/10/2022
290,2022,4,10,17,17/10/2022
291,2022,4,10,18,18/10/2022
292,2022,4,10,19,19/10/2022
293,2022,4,10,20,20/10/2022
294,2022,4,10,21,21/10/2022
295,2022,4,10,22,22/10/2022
296,2022,4,10,23,23/10/2022
297,2022,4,10,24,24/10/2022
298,2022,4,10,25,25/10/2022
299,2022,4,10,26,26/10/2022
300,2022,4,10,27,27/10/2022
301,2022,4,10,28,28/10/2022
302,2022,4,10,29,29/10/2022
303,2022,4,10,30,30/10/2022
304,2022,4,10,31,31/10/2022
305,2022,4,11,1,01/11/2022
306,2022,4,11,2,02/11/2022
307,2022,4,11,3,03/11/2022
308,2022,4,11,4,04/11/2022
309,2022,4,11,5,05/11/2022
310,2022,4,11,6,06/11/2022
311,2022,4,11,7,07/11/2022
312,2022,4,11,8,08/11/2022
313,2022,4,11,9,09/11/2022
314,2022,4,11,10,10/11/2022
315,2022,4,11,11,11/11/2022
316,2022,4,11,12,12/11/2022
317,2022,4,11,13,13/11/2022
318,2022,4,11,14,14/11/2022
319,2022,4,11,15,15/11/2022
320,2022,4,11,16,16/11/2022
321,2022,4,11,17,17/11/2022
322,2022,4,11,18,18/11/2022
323,2022,4,11,19,19/11/2022
324,2022,4,11,20,20/11/2022
325,2022,4,11,21,21/11/2022
326,2022,4,11,22,22/11/2022
327,2022,4,11,23,23/11/2022
328,2022,4,11,24,24/11/2022
329,2022,4,11,25,25/11/2022
330,2022,4,11,26,26/11/2022
331,2022,4,11,27,27/11/2022
332,2022,4,11,28,28/11/2022
333,2022,4,11,29,29/11/2022
334,2022,4,11,30,30/11/2022
335,2022,4,12,1,01/12/2022
336,2022,4,12,2,02/12/2022
337,2022,4,12,3,03/12/2022
338,2022,4,12,4,04/12/2022
339,2022,4,12,5,05/12/2022
340,2022,4,12,6,06/12/2022
341,2022,4,12,7,07/12/2022
342,2022,4,12,8,08/12/2022
343,2022,4,12,9,09/12/2022
344,2022,4,12,10,10/12/2022
345,2022,4,12,11,11/12/2022
346,2022,4,12,12,12/12/2022
347,2022,4,12,13,13/12/2022
348,2022,4,12,14,14/12/2022
349,2022,4,12,15,15/12/2022
350,2022,4,12,16,16/12/2022
351,2022,4,12,17,17/12/2022
352,2022,4,12,18,18/12/2022
353,2022,4,12,19,19/12/2022
354,2022,4,12,20,20/12/2022
355,2022,4,12,21,21/12/2022
356,2022,4,12,22,22/12/2022
357,2022,4,12,23,23/12/2022
358,2022,4,12,24,24/12/2022
359,2022,4,12,25,25/12/2022
360,2022,4,12,26,26/12/2022
361,2022,4,12,27,27/12/2022
362,2022,4,12,28,28/12/2022
363,2022,4,12,29,29/12/2022
364,2022,4,12,30,30/12/2022
365,2022,4,12,31,31/12/2022
366,2023,1,1,1,01/01/2023
367,2023,1,1,2,02/01/2023
368,2023,1,1,3,03/01/2023
369,2023,1,1,4,04/01/2023
370,2023,1,1,5,05/01/2023
371,2023,1,1,6,06/01/2023
372,2023,1,1,7,07/01/2023
373,2023,1,1,8,08/01/2023
374,2023,1,1,9,09/01/2023
375,2023,1,1,10,10/01/2023
376,2023,1,1,11,11/01/2023
377,2023,1,1,12,12/01/2023
378,2023,1,1,13,13/01/2023
379,2023,1,1,14,14/01/2023
380,2023,1,1,15,15/01/2023
381,2023,1,1,16,16/01/2023
382,2023,1,1,17,17/01/2023
383,2023,1,1,18,18/01/2023
384,2023,1,1,19,19/01/2023
385,2023,1,1,20,20/01/2023
386,2023,1,1,21,21/01/2023
387,2023,1,1,22,22/01/2023
388,2023,1,1,23,23/01/2023
389,2023,1,1,24,24/01/2023
390,2023,1,1,25,25/01/2023
391,2023,1,1,26,26/01/2023
392,2023,1,1,27,27/01/2023
393,2023,1,1,28,28/01/2023
394,2023,1,1,29,29/01/2023
395,2023,1,1,30,30/01/2023
396,2023,1,1,31,31/01/2023
397,2023,1,2,1,01/02/2023
398,2023,1,2,2,02/02/2023
399,2023,1,2,3,03/02/2023
400,2023,1,2,4,04/02/2023
401,2023,1,2,5,05/02/2023
402,2023,1,2,6,06/02/2023
403,2023,1,2,7,07/02/2023
404,2023,1,2,8,08/02/2023
405,2023,1,2,9,09/02/2023
406,2023,1,2,10,10/02/2023
407,2023,1,2,11,11/02/2023
408,2023,1,2,12,12/02/2023
409,2023,1,2,13,13/02/2023
410,2023,1,2,14,14/02/2023
411,2023,1,2,15,15/02/2023
412,2023,1,2,16,16/02/2023
413,2023,1,2,17,17/02/2023
414,2023,1,2,18,18/02/2023
415,2023,1,2,19,19/02/2023
416,2023,1,2,20,20/02/2023
417,2023,1,2,21,21/02/2023
418,2023,1,2,22,22/02/2023
419,2023,1,2,23,23/02/2023
420,2023,1,2,24,24/02/2023
421,2023,1,2,25,25/02/2023
422,2023,1,2,26,26/02/2023
423,2023,1,2,27,27/02/2023
424,2023,1,2,28,28/02/2023
425,2023,1,3,1,01/03/2023
426,2023,1,3,2,02/03/2023
427,2023,1,3,3,03/03/2023
428,2023,1,3,4,04/03/2023
429,2023,1,3,5,05/03/2023
430,2023,1,3,6,06/03/2023
431,2023,1,3,7,07/03/2023
432,2023,1,3,8,08/03/2023
433,2023,1,3,9,09/03/2023
434,2023,1,3,10,10/03/2023
435,2023,1,3,11,11/03/2023
436,2023,1,3,12,12/03/2023
437,2023,1,3,13,13/03/2023
438,2023,1,3,14,14/03/2023
439,2023,1,3,15,15/03/2023
440,2023,1,3,16,16/03/2023
441,2023,1,3,17,17/03/2023
442,2023,1,3,18,18/03/2023
443,2023,1,3,19,19/03/2023
444,2023,1,3,20,20/03/2023
445,2023,1,3,21,21/03/2023
446,2023,1,3,22,22/03/2023
447,2023,1,3,23,23/03/2023
448,2023,1,3,24,24/03/2023
449,2023,1,3,25,25/03/2023
450,2023,1,3,26,26/03/2023
451,2023,1,3,27,27/03/2023
452,2023,1,3,28,28/03/2023
453,2023,1,3,29,29/03/2023
454,2023,1,3,30,30/03/2023
455,2023,1,3,31,31/03/2023
456,2023,2,4,1,01/04/2023
457,2023,2,4,2,02/04/2023
458,2023,2,4,3,03/04/2023
459,2023,2,4,4,04/04/2023
460,2023,2,4,5,05/04/2023
461,2023,2,4,6,06/04/2023
462,2023,2,4,7,07/04/2023
463,2023,2,4,8,08/04/2023
464,2023,2,4,9,09/04/2023
465,2023,2,4,10,10/04/2023
466,2023,2,4,11,11/04/2023
467,2023,2,4,12,12/04/2023
468,2023,2,4,13,13/04/2023
469,2023,2,4,14,14/04/2023
470,2023,2,4,15,15/04/2023
471,2023,2,4,16,16/04/2023
472,2023,2,4,17,17/04/2023
473,2023,2,4,18,18/04/2023
474,2023,2,4,19,19/04/2023
475,2023,2,4,20,20/04/2023
476,2023,2,4,21,21/04/2023
477,2023,2,4,22,22/04/2023
478,2023,2,4,23,23/04/2023
479,2023,2,4,24,24/04/2023
480,2023,2,4,25,25/04/2023
481,2023,2,4,26,26/04/2023
482,2023,2,4,27,27/04/2023
483,2023,2,4,28,28/04/2023
484,2023,2,4,29,29/04/2023
485,2023,2,4,30,30/04/2023
486,2023,2,5,1,01/05/2023
487,2023,2,5,2,02/05/2023
488,2023,2,5,3,03/05/2023
489,2023,2,5,4,04/05/2023
490,2023,2,5,5,05/05/2023
491,2023,2,5,6,06/05/2023
492,2023,2,5,7,07/05/2023
493,2023,2,5,8,08/05/2023
494,2023,2,5,9,09/05/2023
495,2023,2,5,10,10/05/2023
496,2023,2,5,11,11/05/2023
497,2023,2,5,12,12/05/2023
498,2023,2,5,13,13/05/2023
499,2023,2,5,14,14/05/2023
500,2023,2,5,15,15/05/2023
501,2023,2,5,16,16/05/2023
502,2023,2,5,17,17/05/2023
503,2023,2,5,18,18/05/2023
504,2023,2,5,19,19/05/2023
505,2023,2,5,20,20/05/2023
506,2023,2,5,21,21/05/2023
507,2023,2,5,22,22/05/2023
508,2023,2,5,23,23/05/2023
509,2023,2,5,24,24/05/2023
510,2023,2,5,25,25/05/2023
511,2023,2,5,26,26/05/2023
512,2023,2,5,27,27/05/2023
513,2023,2,5,28,28/05/2023
514,2023,2,5,29,29/05/2023
515,2023,2,5,30,30/05/2023
516,2023,2,5,31,31/05/2023
517,2023,2,6,1,01/06/2023
518,2023,2,6,2,02/06/2023
519,2023,2,6,3,03/06/2023
520,2023,2,6,4,04/06/2023
521,2023,2,6,5,05/06/2023
522,2023,2,6,6,06/06/2023
523,2023,2,6,7,07/06/2023
524,2023,2,6,8,08/06/2023
525,2023,2,6,9,09/06/2023
526,2023,2,6,10,10/06/2023
527,2023,2,6,11,11/06/2023
528,2023,2,6,12,12/06/2023
529,2023,2,6,13,13/06/2023
530,2023,2,6,14,14/06/2023
531,2023,2,6,15,15/06/2023
532,2023,2,6,16,16/06/2023
533,2023,2,6,17,17/06/2023
534,2023,2,6,18,18/06/2023
535,2023,2,6,19,19/06/2023
536,2023,2,6,20,20/06/2023
537,2023,2,6,21,21/06/2023
538,2023,2,6,22,22/06/2023
539,2023,2,6,23,23/06/2023
540,2023,2,6,24,24/06/2023
541,2023,2,6,25,25/06/2023
542,2023,2,6,26,26/06/2023
543,2023,2,6,27,27/06/2023
544,2023,2,6,28,28/06/2023
545,2023,2,6,29,29/06/2023
546,2023,2,6,30,30/06/2023
547,2023,3,7,1,01/07/2023
548,2023,3,7,2,02/07/2023
549,2023,3,7,3,03/07/2023
550,2023,3,7,4,04/07/2023
551,2023,3,7,5,05/07/2023
552,2023,3,7,6,06/07/2023
553,2023,3,7,7,07/07/2023
554,2023,3,7,8,08/07/2023
555,2023,3,7,9,09/07/2023
556,2023,3,7,10,10/07/2023
557,2023,3,7,11,11/07/2023
558,2023,3,7,12,12/07/2023
559,2023,3,7,13,13/07/2023
560,2023,3,7,14,14/07/2023
561,2023,3,7,15,15/07/2023
562,2023,3,7,16,16/07/2023
563,2023,3,7,17,17/07/2023
564,2023,3,7,18,18/07/2023
565,2023,3,7,19,19/07/2023
566,2023,3,7,20,20/07/2023
567,2023,3,7,21,21/07/2023
568,2023,3,7,22,22/07/2023
569,2023,3,7,23,23/07/2023
570,2023,3,7,24,24/07/2023
571,2023,3,7,25,25/07/2023
572,2023,3,7,26,26/07/2023
573,2023,3,7,27,27/07/2023
574,2023,3,7,28,28/07/2023
575,2023,3,7,29,29/07/2023
576,2023,3,7,30,30/07/2023
577,2023,3,7,31,31/07/2023
578,2023,3,8,1,01/08/2023
579,2023,3,8,2,02/08/2023
580,2023,3,8,3,03/08/2023
581,2023,3,8,4,04/08/2023
582,2023,3,8,5,05/08/2023
583,2023,3,8,6,06/08/2023
584,2023,3,8,7,07/08/2023
585,2023,3,8,8,08/08/2023
586,2023,3,8,9,09/08/2023
587,2023,3,8,10,10/08/2023
588,2023,3,8,11,11/08/2023
589,2023,3,8,12,12/08/2023
590,2023,3,8,13,13/08/2023
591,2023,3,8,14,14/08/2023
592,2023,3,8,15,15/08/2023
593,2023,3,8,16,16/08/2023
594,2023,3,8,17,17/08/2023
595,2023,3,8,18,18/08/2023
596,2023,3,8,19,19/08/2023
597,2023,3,8,20,20/08/2023
598,2023,3,8,21,21/08/2023
599,2023,3,8,22,22/08/2023
600,2023,3,8,23,23/08/2023
601,2023,3,8,24,24/08/2023
602,2023,3,8,25,25/08/2023
603,2023,3,8,26,26/08/2023
604,2023,3,8,27,27/08/2023
605,2023,3,8,28,28/08/2023
606,2023,3,8,29,29/08/2023
607,2023,3,8,30,30/08/2023
608,2023,3,8,31,31/08/2023
609,2023,3,9,1,01/09/2023
610,2023,3,9,2,02/09/2023
611,2023,3,9,3,03/09/2023
612,2023,3,9,4,04/09/2023
613,2023,3,9,5,05/09/2023
614,2023,3,9,6,06/09/2023
615,2023,3,9,7,07/09/2023
616,2023,3,9,8,08/09/2023
617,2023,3,9,9,09/09/2023
618,2023,3,9,10,10/09/2023
619,2023,3,9,11,11/09/2023
620,2023,3,9,12,12/09/2023
621,2023,3,9,13,13/09/2023
622,2023,3,9,14,14/09/2023
623,2023,3,9,15,15/09/2023
624,2023,3,9,16,16/09/2023
625,2023,3,9,17,17/09/2023
626,2023,3,9,18,18/09/2023
627,2023,3,9,19,19/09/2023
628,2023,3,9,20,20/09/2023
629,2023,3,9,21,21/09/2023
630,2023,3,9,22,22/09/2023
631,2023,3,9,23,23/09/2023
632,2023,3,9,24,24/09/2023
633,2023,3,9,25,25/09/2023
634,2023,3,9,26,26/09/2023
635,2023,3,9,27,27/09/2023
636,2023,3,9,28,28/09/2023
637,2023,3,9,29,29/09/2023
638,2023,3,9,30,30/09/2023
639,2023,4,10,1,01/10/2023
640,2023,4,10,2,02/10/2023
641,2023,4,10,3,03/10/2023
642,2023,4,10,4,04/10/2023
643,2023,4,10,5,05/10/2023
644,2023,4,10,6,06/10/2023
645,2023,4,10,7,07/10/2023
646,2023,4,10,8,08/10/2023
647,2023,4,10,9,09/10/2023
648,2023,4,10,10,10/10/2023
649,2023,4,10,11,11/10/2023
650,2023,4,10,12,12/10/2023
651,2023,4,10,13,13/10/2023
652,2023,4,10,14,14/10/2023
653,2023,4,10,15,15/10/2023
654,2023,4,10,16,16/10/2023
655,2023,4,10,17,17/10/2023
656,2023,4,10,18,18/10/2023
657,2023,4,10,19,19/10/2023
658,2023,4,10,20,20/10/2023
659,2023,4,10,21,21/10/2023
660,2023,4,10,22,22/10/2023
661,2023,4,10,23,23/10/2023
662,2023,4,10,24,24/10/2023
663,2023,4,10,25,25/10/2023
664,2023,4,10,26,26/10/2023
665,2023,4,10,27,27/10/2023
666,2023,4,10,28,28/10/2023
667,2023,4,10,29,29/10/2023
668,2023,4,10,30,30/10/2023
669,2023,4,10,31,31/10/2023
670,2023,4,11,1,01/11/2023
671,2023,4,11,2,02/11/2023
672,2023,4,11,3,03/11/2023
673,2023,4,11,4,04/11/2023
674,2023,4,11,5,05/11/2023
675,2023,4,11,6,06/11/2023
676,2023,4,11,7,07/11/2023
677,2023,4,11,8,08/11/2023
678,2023,4,11,9,09/11/2023
679,2023,4,11,10,10/11/2023
680,2023,4,11,11,11/11/2023
681,2023,4,11,12,12/11/2023
682,2023,4,11,13,13/11/2023
683,2023,4,11,14,14/11/2023
684,2023,4,11,15,15/11/2023
685,2023,4,11,16,16/11/2023
686,2023,4,11,17,17/11/2023
687,2023,4,11,18,18/11/2023
688,2023,4,11,19,19/11/2023
689,2023,4,11,20,20/11/2023
690,2023,4,11,21,21/11/2023
691,2023,4,11,22,22/11/2023
692,2023,4,11,23,23/11/2023
693,2023,4,11,24,24/11/2023
694,2023,4,11,25,25/11/2023
695,2023,4,11,26,26/11/2023
696,2023,4,11,27,27/11/2023
697,2023,4,11,28,28/11/2023
698,2023,4,11,29,29/11/2023
699,2023,4,11,30,30/11/2023
700,2023,4,12,1,01/12/2023
701,2023,4,12,2,02/12/2023
702,2023,4,12,3,03/12/2023
703,2023,4,12,4,04/12/2023
704,2023,4,12,5,05/12/2023
705,2023,4,12,6,06/12/2023
706,2023,4,12,7,07/12/2023
707,2023,4,12,8,08/12/2023
708,2023,4,12,9,09/12/2023
709,2023,4,12,10,10/12/2023
710,2023,4,12,11,11/12/2023
711,2023,4,12,12,12/12/2023
712,2023,4,12,13,13/12/2023
713,2023,4,12,14,14/12/2023
714,2023,4,12,15,15/12/2023
715,2023,4,12,16,16/12/2023
716,2023,4,12,17,17/12/2023
717,2023,4,12,18,18/12/2023
718,2023,4,12,19,19/12/2023
719,2023,4,12,20,20/12/2023
720,2023,4,12,21,21/12/2023
721,2023,4,12,22,22/12/2023
722,2023,4,12,23,23/12/2023
723,2023,4,12,24,24/12/2023
724,2023,4,12,25,25/12/2023
725,2023,4,12,26,26/12/2023
726,2023,4,12,27,27/12/2023
727,2023,4,12,28,28/12/2023
728,2023,4,12,29,29/12/2023
729,2023,4,12,30,30/12/2023
730,2023,4,12,31,31/12/2023
731,2024,1,1,1,01/01/2024
732,2024,1,1,2,02/01/2024
733,2024,1,1,3,03/01/2024
734,2024,1,1,4,04/01/2024
735,2024,1,1,5,05/01/2024
736,2024,1,1,6,06/01/2024
737,2024,1,1,7,07/01/2024
738,2024,1,1,8,08/01/2024
739,2024,1,1,9,09/01/2024
740,2024,1,1,10,10/01/2024
741,2024,1,1,11,11/01/2024
742,2024,1,1,12,12/01/2024
743,2024,1,1,13,13/01/2024
744,2024,1,1,14,14/01/2024
745,2024,1,1,15,15/01/2024
746,2024,1,1,16,16/01/2024
747,2024,1,1,17,17/01/2024
748,2024,1,1,18,18/01/2024
749,2024,1,1,19,19/01/2024
750,2024,1,1,20,20/01/2024
751,2024,1,1,21,21/01/2024
752,2024,1,1,22,22/01/2024
753,2024,1,1,23,23/01/2024
754,2024,1,1,24,24/01/2024
755,2024,1,1,25,25/01/2024
756,2024,1,1,26,26/01/2024
757,2024,1,1,27,27/01/2024
758,2024,1,1,28,28/01/2024
759,2024,1,1,29,29/01/2024
760,2024,1,1,30,30/01/2024
761,2024,1,1,31,31/01/2024
762,2024,1,2,1,01/02/2024
763,2024,1,2,2,02/02/2024
764,2024,1,2,3,03/02/2024
765,2024,1,2,4,04/02/2024
766,2024,1,2,5,05/02/2024
767,2024,1,2,6,06/02/2024
768,2024,1,2,7,07/02/2024
769,2024,1,2,8,08/02/2024
770,2024,1,2,9,09/02/2024
771,2024,1,2,10,10/02/2024
772,2024,1,2,11,11/02/2024
773,2024,1,2,12,12/02/2024
774,2024,1,2,13,13/02/2024
